Materials;;;;;;;;;;;;Characteristics for methodes;Deposition methods;;;Powder bed fusion;;;;;Printing methods;;;Sheet lamination;;Stereolithography;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Ballistic particle (obsolete);Laser powder forming (LENS);Material extrusion (FDM);Electron beam melting (EBM);Selective laser melting;Selective laser sintering. metals and ceramics (DMLS);Selective laser sintering. polymers (SLS);Solid ground curing (obsolete);Binder jetting;Ceramic  mold prototyping for metals casting;Material jetting (polyjet);Laminated object manufecture;Ultrasonic consolidation;Mask projection stereolithography;Stereolithography (SLA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 550°C;;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;not inf;;;not inf;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 550°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 550°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 550°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 580°C;;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;not inf;;;not inf;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 580°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 580°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 580°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 595°C;;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;Heat of combustion (net) MJ/kg;;Combustion CO2 kg/kg;;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 595°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 595°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 595°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 620°C;;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;MIN;MAX;MIN;MAX;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 620°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 620°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 620°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS 40% aluminum flake;;;;;;;;;;;;;;;+;;;;;;;;;;;;;136;150;136;150;7.43;8.19;7.43;8.18;561;621;+;46.1;51;2.53;2.78;0.1;0.1;135.9101;149.901;+;-;22.5;23.7;1.84;1.93;+;-;3.11;3.78;4790;6080;1540;1610;2.49;2.61;;;;ABS 40% aluminum flake;;;;369.9101;769.30555;1168.701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS 40% aluminum flake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS 40% aluminum flake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS extrusion;;;;;;;;;;;;;;;+;;;;;;;;;;;;;91.5;101;88.9;98.3;3.51;3.87;3.41;3.77;167;185;+;31;34.3;1.19;1.32;3.8;4.2;89.201;98.1986;+;-;37.6;39.5;3.06;3.22;+;-;1.44;2.11;1470;2280;1020;1080;2;2.9;;;;ABS extrusion;;;;323.201;720.0998;1116.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS extrusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS extrusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (flame retarded. molding and extrusion);;;;;;;;;;;;;;;+;;;;;;;;;;;;;94.8;105;92.&;102;3.92;4.32;3.81;4.21;167;185;+;32.1;35.5;1.33;1.47;3.8;4.2;92.4174;102.081;+;+;30.8;32.7;2.53;2.65;+;-;2.46;3.16;2860;3830;1160;1210;1.86;2.76;;;;ABS (flame retarded. molding and extrusion);;;;326.4174;723.6492;1120.881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (flame retarded. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (flame retarded. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (heat resistant. injection molding);;;;;;;;;;;;;;;+;;;;;;;;;;;;;91.5;101;88.9;98.3;3.51;3.87;3.41;3.77;167;185;+;31;34.3;1.19;1.32;3.8;4.2;89.201;98.1986;+;+;37.6;39.5;3.06;3.22;+;-;1.44;2.11;1510;2280;1050;1080;1.97;2.48;;;;ABS (heat resistant. injection molding);;;;323.201;720.0998;1116.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (heat resistant. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (heat resistant. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (hIgh-impact. injection molding);;;;;;;;;;;;;;;+;;;;;;;;;;;;;91.5;101;88.9;98.3;3.51;3.87;3.41;3.77;167;185;+;31;34.3;1.19;1.32;3.8;4.2;89.201;98.1986;+;+;37.6;39.5;3.06;3.22;+;-;1.44;2.11;1460;2210;1010;1050;1.1;2.41;;;;ABS (hIgh-impact. injection molding);;;;323.201;720.0998;1116.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (hIgh-impact. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (hIgh-impact. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (injection molding. platable);;;;;;;;;;;;;;;+;;;;;;;;;;;;;91.5;101;88.9;98.3;3.51;3.87;3.41;3.77;167;185;+;31;34.3;1.19;1.32;3.8;4.2;89.201;98.1986;+;+;37.6;39.5;3.06;3.22;+;-;1.44;2.11;1500;2250;1040;1070;2.21;2.62;;;;ABS (injection molding. platable);;;;323.201;720.0998;1116.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (injection molding. platable);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (injection molding. platable);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (medium-impact. injection molding);;;;;;;;;;;;;;;+;;;;;;;;;;;;;91.5;101;88.9;98.3;3.51;3.87;3.41;3.77;167;185;+;31;34.3;1.19;1.32;3.8;4.2;89.201;98.1986;+;+;37.6;39.5;3.06;3.22;+;-;1.44;2.11;1480;2230;1030;1060;2.07;2.76;;;;ABS (medium-impact. injection molding);;;;323.201;720.0998;1116.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (medium-impact. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (medium-impact. injection molding);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABS (rubber modified. injection molding and extrusion);;;;;;;;;;;;;;;+;;;;;;;;;;;;;96.4;106;93.7;104;3.84;4.24;3.73;4.13;156;172;+;32.7;36.1;1.31;1.44;3.8;4.2;93.9794;103.0642;+;+;37.6;39.5;3.06;3.22;+;-;1.98;2.63;2040;3140;1030;1190;2.09;2.19;;;;ABS (rubber modified. injection molding and extrusion);;;;327.9794;724.9218;1121.8642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (rubber modified. injection molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS (rubber modified. injection molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (10-15% PTFE. lubricated);;;;;;;;;;;;;;;+;;;;;;;;;;;;;107;118;107;117;5.98;6.59;5.95;6.56;199;219;+;36.3;40.1;2;2.24;0.672;0.742;106.524896;117.421982;+;+;30.3;31.8;2.7;2.84;+;-;4.21;5.58;5300;7200;1260;1290;2.29;2.4;;;;PC (10-15% PTFE. lubricated);;;;642.924896;648.373439;653.821982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (10-15% PTFE. lubricated);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (10-15% PTFE. lubricated);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (30% PTFE. lubricated);;;;;;;;;;;;;;;+;;;;;;;;;;;;;108;119;108;119;5.92;6.53;5.89;6.5;246;272;+;36.8;40.6;2;2.22;0.672;0.742;107.521536;118.418272;+;+;30.3;31.8;2.7;2.84;+;-;6.38;8.78;8780;12300;1380;1400;3.09;3.24;;;;PC (30% PTFE. lubricated);;;;643.921536;643.921536;654.818272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (30% PTFE. lubricated);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (30% PTFE. lubricated);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (copolymer. heat resistant);;;;;;;;;;;;;;;+;;;;;;;;;;;;;101;111;100;111;5.62;6.2;5.6;6.18;165;182;+;34.2;37.8;1.91;2.11;0.672;0.742;100.551104;110.456856;+;+;30.3;31.8;2.7;2.84;+;-;2.11;2.69;2400;3180;1140;1180;2.21;2.4;;;;PC (copolymer. heat resistant);;;;636.951104;636.951104;646.856856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (copolymer. heat resistant);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (copolymer. heat resistant);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (high viscosity. molding and extrusion);;;;;;;;;;;;;;;+;;;;;;;;;;;;;101;111;100;111;5.62;6.2;5.6;6.18;165;182;+;34.2;37.8;1.91;2.11;0.672;0.742;100.551104;110.456856;+;+;30.3;31.8;2.7;2.84;+;-;2.11;2.69;2510;3260;1190;1210;2.32;2.44;;;;PC (high viscosity. molding and extrusion);;;;636.951104;636.951104;646.856856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (high viscosity. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (high viscosity. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (low viscosity. molding and extrusion);;;;;;;;;;;;;;;+;;;;;;;;;;;;;101;111;100;111;5.62;6.2;5.6;6.18;165;182;+;34.2;37.8;1.91;2.11;0.672;0.742;100.551104;110.456856;+;+;30.3;31.8;2.7;2.84;+;-;2.11;2.69;2510;3260;1190;1210;2.32;2.44;;;;PC (low viscosity. molding and extrusion);;;;636.951104;636.951104;646.856856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (low viscosity. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (low viscosity. molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (low viscosity. molding and extrusion. flame retarded);;;;;;;;;;;;;;;+;;;;;;;;;;;;;103;114;103;113;5.82;6.41;5.79;6.38;165;182;+;35;38.7;2;2.18;0.672;0.742;102.54304;113.441274;+;+;24.8;26.4;2.23;2.34;+;-;3.09;3.72;3680;4470;1190;1200;2.29;2.31;;;;PC (low viscosity. molding and extrusion. flame retarded);;;;638.94304;638.94304;649.841274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (low viscosity. molding and extrusion. flame retarded);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (low viscosity. molding and extrusion. flame retarded);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC (20% carbon fiber);;;;;;;;;;;;;;;+;;;;;;;;;;;;;268;296;268;296;17.9;19.7;17.9;19.7;527;583;-;0;0;0;0;0;0;268;296;+;+;30.6;32.2;2.88;3.02;+;-;6.63;9.72;8420;12500;1270;1290;13.5;14.1;;;;PC (20% carbon fiber);;;;804.4;804.4;832.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (20% carbon fiber);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC (20% carbon fiber);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC+PBT (general purpose);;;;;;;;;;;;;;;+;;;;;;;;;;;;;108;119;108;119;6.24;6.88;6.24;6.88;149;157;+;36.7;40.5;2.12;2.34;0.1;0.1;107.9287;118.9215;+;+;28;29.4;2.52;2.65;+;-;2.18;3.26;2620;4170;1200;1280;1.9;2.4;;;;PC+PBT (general purpose);;;;644.3287;644.3287;655.3215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC+PBT (general purpose);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC+PBT (general purpose);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PC+PET (general purpose);;;;;;;;;;;;;;;+;;;;;;;;;;;;;96.4;106;96.4;106;5.95;6.56;5.95;6.56;149;157;+;32.7;36.2;2;2.23;0.1;0.1;96.3363;105.9302;+;+;26.7;28;2.47;2.6;+;-;1.66;3.05;1990;3720;1200;1220;2.09;2.26;;;;PC+PET (general purpose);;;;632.7363;632.7363;642.3302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC+PET (general purpose);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PC+PET (general purpose);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PA1010 (molding and extrusion);;;;;;;;;;;;;;;;;;;+;;;;;;;;;220;243;219;242;3.81;4.2;3.79;4.18;8440;9300;+;74.7;82.5;1.3;1.43;0.672;0.742;219.023584;241.80909;+;+;35.4;37.2;2.58;2.71;+;-;12.2;14.1;12800;15200;1050;1080;1.16;1.2;;;;PA1010 (molding and extrusion);;;;;;;;;;;;;;;;291.023584;367.216337;443.40909;;;;;;;;;;;;;;;;;;PA1010 (molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA1010 (molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PA12 (flexible);;;;;;;;;;;;;;;;;;;+;;;;;;;;;139;153;138;153;7.1;7.83;7.07;7.8;176;194;+;47.1;52.1;2.41;2.66;0.672;0.742;138.382432;152.251322;+;+;36;37.9;2.61;2.75;+;-;5.63;7.59;5800;7890;1030;1040;0.35;0.42;;;;PA12 (flexible);;;;;;;;;;;;;;;;210.382432;282.116877;353.851322;;;;;;;;;;;;;;;;;;PA12 (flexible);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA12 (flexible);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PA410 (molding and extrusion);;;;;;;;;;;;;;;;;;;+;;;;;;;;;210;232;209;231;5.13;5.66;5.1;5.63;8440;9330;+;71.4;78.9;1.8;1.98;0.672;0.742;209.068608;230.863998;+;+;35.1;36.9;2.58;2.71;+;-;6.9;9.21;7530;10100;1090;1100;1.6;1.68;;;;PA410 (molding and extrusion);;;;;;;;;;;;;;;;281.068608;356.766303;432.463998;;;;;;;;;;;;;;;;;;PA410 (molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA410 (molding and extrusion);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PA69 (unfilled);;;;;;;;;;;;;;;;;;;+;;;;;;;;;133;146;132;146;6.77;7.46;6.74;7.43;742;820;+;45;49.7;2.3;2.54;0.672;0.742;132.40864;145.285454;+;+;32.3;33.9;2.4;2.52;+;-;4.7;5.18;5070;5700;1080;1100;1.85;1.94;;;;PA69 (unfilled);;;;;;;;;;;;;;;;204.40864;275.647047;346.885454;;;;;;;;;;;;;;;;;;PA69 (unfilled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA69 (unfilled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoxy resin (cycloaliphatic);;;;;;;;;;;;;;;;;;;;;;;;;;;+;115;127;115;127;5.69;6.27;5.65;6.23;26.6;29.4;-;0;0;0;0;0;0;115;127;+;+;30;31.5;2.42;2.54;+;-;2.68;4.76;3100;5760;1160;1210;2.93;3.08;;;;Epoxy resin (cycloaliphatic);;;;;;;;;;;;;;;;;;;;;;194.2;236.2;278.2;;;;;;;;;;;;Epoxy resin (cycloaliphatic);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epoxy resin (cycloaliphatic);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoxy resin (unfilled);;;;;;;;;;;;;;;;;;;;;;;;;;;+;115;127;115;127;5.69;6.27;5.65;6.23;26.6;29.4;-;0;0;0;0;0;0;115;127;+;+;30;31.5;2.42;2.54;+;-;2.68;4.76;2970;6670;1110;1400;2.35;2.47;2.3;2.3;;Epoxy resin (unfilled);;;;;;;;;;;;;;;;;;;;;;194.2;236.2;278.2;;;;;;;;;;;;Epoxy resin (unfilled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epoxy resin (unfilled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoxy resin (heat resistant);;;;;;;;;;;;;;;;;;;;;;;;;;;+;115;127;115;127;5.69;6.27;5.65;6.23;26.6;29.4;-;0;0;0;0;0;0;115;127;+;+;30;31.5;2.42;2.54;+;-;2.68;4.76;3160;5910;1180;1240;2.4;2.9;;;;Epoxy resin (heat resistant);;;;;;;;;;;;;;;;;;;;;;194.2;236.2;278.2;;;;;;;;;;;;Epoxy resin (heat resistant);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epoxy resin (heat resistant);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoxy resin (flexibilized);;;;;;;;;;;;;;;;;;;;;;;;;;;+;115;127;115;127;5.69;6.27;5.65;6.23;26.6;29.4;-;0;0;0;0;0;0;115;127;+;+;30;31.5;2.42;2.54;+;-;2.68;4.76;2570;6440;960;1030;0.976;1.03;;;;Epoxy resin (flexibilized);;;;;;;;;;;;;;;;;;;;;;194.2;236.2;278.2;;;;;;;;;;;;Epoxy resin (flexibilized);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epoxy resin (flexibilized);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
